Ticker,MA_Final,MR_Final,AD_Final,MA_Sharpe,MR_Sharpe,AD_Sharpe
MO,SIDEWAYS,9889.375243881226,10603.676709777832,10603.676709777832,-0.4324236401986405,4.217080552123266,4.217080552123266
AMZN,SIDEWAYS,9290.01387220764,9562.20908642578,9290.01387220764,-3.061791162576007,-1.5765265503228327,-3.061791162576007
AMCR,TRENDING,10297.755267967223,10219.296848892212,10219.296848892212,1.1408987610431993,1.3352728904378364,1.3352728904378364
AEE,SIDEWAYS,10009.742290565493,9844.515802452086,9844.515802452086,0.08517616412280102,-4.16744994105727,-4.16744994105727
AEP,SIDEWAYS,10611.816563583372,9848.249800704956,9848.249800704956,2.8385863431030187,-2.515258638530744,-2.515258638530744
AXP,SIDEWAYS,10011.709511505125,9777.755690948487,9777.755690948487,0.09423404159628747,-0.5743529942953091,-0.5743529942953091
AIG,SIDEWAYS,10112.262847557067,9640.289655006409,9640.289655006409,0.40604291601451653,-2.5828724170270205,-2.5828724170270205
AMT,TRENDING,9269.18399639892,10603.337317047119,10603.337317047119,-2.9636187870677113,3.6129319807658837,3.6129319807658837
AWK,SIDEWAYS,9719.097052215575,10306.820924774169,10306.820924774169,-1.6608192243157616,1.7462848661449184,1.7462848661449184
AMP,SIDEWAYS,9716.518300140378,9889.475269927978,9889.475269927978,-0.8352649869695273,-0.49193178919983405,-0.49193178919983405
AME,SIDEWAYS,10851.4208134613,10179.974376007081,10851.4208134613,3.5436184777167425,2.2555301312302403,3.5436184777167425
AMGN,TRENDING,9841.75745751953,10272.42624545288,9841.75745751953,-0.38075090938392114,1.1273624406316498,-0.38075090938392114
APH,SIDEWAYS,8841.798223968508,9908.655541168215,8841.798223968508,-1.9222691284217657,-0.12233935286439329,-1.9222691284217657
ADI,SIDEWAYS,10696.371719512936,10887.296572753905,10887.296572753905,2.300407528105359,4.217121644881436,4.217121644881436
AON,SIDEWAYS,9186.062910217286,10039.300509826662,10039.300509826662,-3.1829488200345875,0.3299675771033157,0.3299675771033157
APA,TRENDING,10526.995235406876,10318.745087224961,10318.745087224961,1.10626263090783,1.1843224374453638,1.1843224374453638
APO,SIDEWAYS,10526.724958160397,9388.2146611557,9388.2146611557,1.9995408558824115,-1.4771483432851806,-1.4771483432851806
AAPL,SIDEWAYS,9640.800847839357,10196.749083099367,10196.749083099367,-1.5644984218679499,1.4676558866680685,1.4676558866680685
AMAT,TRENDING,11204.603170684813,10607.682324188234,11204.603170684813,2.138788900167205,2.5677150119473735,2.138788900167205
APP,SIDEWAYS,10295.882955078127,8542.12727844238,8542.12727844238,0.7423924601618976,-1.2141052411799116,-1.2141052411799116
APTV,SIDEWAYS,9394.295858688358,9474.83979876709,9474.83979876709,-1.9368917498921625,-1.466552888374647,-1.466552888374647
ACGL,SIDEWAYS,10220.66009727478,10055.954865753174,10055.954865753174,1.2461315284917938,1.4140749959121646,1.4140749959121646
ADM,SIDEWAYS,9986.393329540253,9974.212812736512,9974.212812736512,-0.004148918078537523,-0.17219844407837953,-0.17219844407837953
ARES,SIDEWAYS,9640.173955673217,9480.128885002137,9480.128885002137,-2.1053601409392138,-0.7788714790723604,-0.7788714790723604
ANET,TRENDING,10214.671997085568,10625.873450660705,10214.671997085568,0.5257919121075608,1.4647650009680802,0.5257919121075608
AJG,SIDEWAYS,9982.927180770876,10089.31779977417,10089.31779977417,-0.09170752289844633,0.4488980716810908,0.4488980716810908
AIZ,SIDEWAYS,9305.379724899289,10235.978587417601,10235.978587417601,-2.674512188085204,3.0343593026738302,3.0343593026738302
T,SIDEWAYS,10340.436842128749,9857.559113283158,9857.559113283158,1.6321217776817964,-1.6835962649575122,-1.6835962649575122
ATO,SIDEWAYS,10037.389525177008,10000.0,10000.0,0.31014524442718355,0,0
ADSK,SIDEWAYS,9710.01278149414,8697.631469192507,8697.631469192507,-4.250258562241341,-3.5871540378969846,-3.5871540378969846
ADP,SIDEWAYS,9941.78318359375,9302.585938049318,9302.585938049318,-0.42106685651132375,-2.943868538942982,-2.943868538942982
AZO,TRENDING,9549.940110351563,9813.167973144533,9813.167973144533,-1.5350763779937537,-0.8381981088802775,-0.8381981088802775
AVB,SIDEWAYS,9968.137799087524,9974.092592834473,9974.092592834473,-0.16229213067707726,-0.13816336862501816,-0.13816336862501816
AVY,SIDEWAYS,9941.038547698974,10057.012530944825,9941.038547698974,-0.21183345157597144,0.5657038602809782,-0.21183345157597144
AXON,SIDEWAYS,10035.4305960083,10081.978254302978,10081.978254302978,0.158530731084752,0.2367976214284845,0.2367976214284845
BKR,TRENDING,10803.018733440396,9697.605573131561,10803.018733440396,2.0891652397937457,-2.16301021403768,2.0891652397937457
BALL,SIDEWAYS,10803.512880180357,10435.514884460448,10435.514884460448,2.339736557374798,3.4447848123745053,3.4447848123745053
BAC,SIDEWAYS,9985.995183055877,9766.010047367095,9766.010047367095,-0.03016219378208627,-1.1765449561192283,-1.1765449561192283
BAX,TRENDING,9493.250064239503,10685.544830919263,10685.544830919263,-0.8287171717348322,1.9604630073695772,1.9604630073695772
BDX,TRENDING,10156.271742172243,9808.660306365968,9808.660306365968,0.5415159608852196,-2.8098206908709664,-2.8098206908709664
BRK-B,SIDEWAYS,9501.77749710083,10128.452963562013,10128.452963562013,-3.1792964198075944,2.0108225732414766,2.0108225732414766
BBY,SIDEWAYS,9724.700383132935,9798.185703308105,9798.185703308105,-1.9898501597956404,-0.5284369418814499,-0.5284369418814499
TECH,SIDEWAYS,9631.96572544098,10402.782676044462,9631.96572544098,-1.5491219760914656,1.1166922808557853,-1.5491219760914656
BIIB,TRENDING,9789.769552322388,10242.417166030884,10242.417166030884,-0.40084212867539176,1.2851030843982552,1.2851030843982552
BLK,SIDEWAYS,10106.41127392578,10001.580610595702,10001.580610595702,0.5216140421987421,0.03817302372421872,0.03817302372421872
BX,SIDEWAYS,9904.256412994384,9470.451931213378,9470.451931213378,-0.27622694328947434,-1.3766508518770832,-1.3766508518770832
XYZ,SIDEWAYS,10336.59186677551,10115.303785484311,10115.303785484311,1.3465736328144955,0.2853860654916769,0.2853860654916769
BK,TRENDING,10069.904995117184,10171.34801333618,10171.34801333618,0.30059248239437414,1.358114306516789,1.358114306516789
BA,SIDEWAYS,10427.056077423094,10270.488182159424,10270.488182159424,1.8492803548192929,2.540883294845307,2.540883294845307
BKNG,SIDEWAYS,10000.0,9912.486284667968,9912.486284667968,0,-0.2605506028179477,-0.2605506028179477
BSX,SIDEWAYS,9158.38460194397,9497.527991691592,9497.527991691592,-5.250473283991426,-1.8104446215019738,-1.8104446215019738
BMY,SIDEWAYS,10504.785996791841,10393.110588119507,10504.785996791841,1.5787487229806905,2.833879430230078,1.5787487229806905
AVGO,SIDEWAYS,8942.024177703857,10849.803388275148,8942.024177703857,-2.7032285001551624,1.6029345863061002,-2.7032285001551624
BR,SIDEWAYS,10101.18436129761,9328.998352249146,9328.998352249146,1.0220694167004,-2.24516295948937,-2.24516295948937
BRO,SIDEWAYS,9494.457918731687,10403.53696219635,10403.53696219635,-4.833361267965164,1.982652870250362,1.982652870250362
BF-B,TRENDING,10695.551494714737,9793.810926923754,9793.810926923754,1.816442342039966,-0.582064405244596,-0.582064405244596
BLDR,SIDEWAYS,9630.179833938597,9451.605032112126,9451.605032112126,-0.6935695157997201,-1.3968349307332573,-1.3968349307332573
BG,SIDEWAYS,10552.022954772947,9899.169625419618,9899.169625419618,1.90797785687576,-0.6704386406614035,-0.6704386406614035
BXP,SIDEWAYS,9654.672350166322,9848.405978565217,9848.405978565217,-4.530236834165425,-0.36830654774200744,-0.36830654774200744
CHRW,TRENDING,10406.242006439206,10373.459575790406,10406.242006439206,0.9332199329629698,1.375912482425934,0.9332199329629698
CDNS,SIDEWAYS,9412.575688964844,9931.692165222166,9931.692165222166,-2.2103416536516076,-0.11583926932157262,-0.11583926932157262
CPT,SIDEWAYS,9954.840334396362,10170.417501579284,10170.417501579284,-0.1847219068484669,3.523446073785919,3.523446073785919
CPB,TRENDING,9753.107041309358,9162.658910558697,9162.658910558697,-0.7930470775934323,-3.505992677067299,-3.505992677067299
COF,SIDEWAYS,10151.39809927368,10190.497518768309,10190.497518768309,0.7129447424791422,0.718531582868812,0.718531582868812
CAH,TRENDING,9851.040707382199,10188.164380996704,9851.040707382199,-0.3396610038865154,1.8439456426158005,-0.3396610038865154
CCL,TRENDING,9765.036995588303,9349.160859045027,9349.160859045027,-0.5372462197533562,-1.253791390714896,-1.253791390714896
CARR,TRENDING,10548.000298171995,9866.122018707278,9866.122018707278,1.7900285947416468,-0.665120090639237,-0.665120090639237
CVNA,SIDEWAYS,9885.789505462648,8448.012474639896,8448.012474639896,-0.08145473823907327,-2.999935914007468,-2.999935914007468
CAT,TRENDING,10691.870085205075,10305.887442504885,10691.870085205075,1.8011960166989789,3.441430208985434,1.8011960166989789
CBOE,SIDEWAYS,10250.27710801697,10389.737129776,10389.737129776,1.2059095625213352,3.6436803536207054,3.6436803536207054
CBRE,SIDEWAYS,10388.42382472229,9886.247787612912,9886.247787612912,1.6544451716846247,-0.18305322192273632,-0.18305322192273632
CDW,SIDEWAYS,9171.05551737213,10468.809627944946,10468.809627944946,-3.6263363842949405,1.5027439278831776,1.5027439278831776
COR,TRENDING,9750.854922241208,10041.937489624022,10041.937489624022,-0.6465256117898437,0.3323065256999185,0.3323065256999185
CNC,SIDEWAYS,10673.317903617859,10502.224021949765,10673.317903617859,1.3706634082094533,1.5880886492549595,1.3706634082094533
CNP,SIDEWAYS,9995.50187450409,9832.738056510923,9832.738056510923,0.007859320867535102,-2.4589629468418277,-2.4589629468418277
CF,TRENDING,10871.163843925475,10092.952302543641,10092.952302543641,2.4711208621723117,0.8389434033466181,0.8389434033466181
CRL,SIDEWAYS,10782.289585861208,9270.861141250612,10782.289585861208,2.4367518658675498,-1.6803962716135359,2.4367518658675498
SCHW,SIDEWAYS,9772.57966285706,9831.987301376343,9831.987301376343,-0.7250428165846846,-1.5808382261036225,-1.5808382261036225
CHTR,TRENDING,10102.827562942502,9957.364346481325,9957.364346481325,0.40376584837472285,-0.051514781975876896,-0.051514781975876896
CVX,SIDEWAYS,10704.03781114197,10006.535781524657,10006.535781524657,2.605513756758749,0.11613975708472368,0.11613975708472368
CMG,SIDEWAYS,10643.271415267944,10208.456812126158,10208.456812126158,2.410062532422212,0.7446417486292668,0.7446417486292668
CB,SIDEWAYS,10335.041429229736,10033.851859863282,10033.851859863282,1.4775825694920168,1.3409034925902852,1.3409034925902852
CHD,SIDEWAYS,10682.233274673461,10347.69272822571,10347.69272822571,2.654090393999369,2.808279829186906,2.808279829186906
CIEN,TRENDING,11255.43460646057,10888.247185333254,11255.43460646057,1.5625403870321328,1.524537949313057,1.5625403870321328
CI,SIDEWAYS,9711.292737548825,10623.936603759765,10623.936603759765,-1.2812308993533694,2.855970780582366,2.855970780582366
CINF,SIDEWAYS,9575.087333312988,10317.572662780763,10317.572662780763,-2.631970606392067,2.063412966817248,2.063412966817248
CTAS,SIDEWAYS,9659.744567718502,10299.464270645141,10299.464270645141,-2.2956914188625053,3.759404839162144,3.759404839162144
CSCO,TRENDING,9775.291056526188,10195.683517616271,10195.683517616271,-0.4812839060341741,1.734780160686658,1.734780160686658
C,SIDEWAYS,10861.65341377258,9913.917733039854,9913.917733039854,2.3572056931883107,-0.2187843886531913,-0.2187843886531913
CFG,TRENDING,11148.678350811002,10271.18344339752,10271.18344339752,3.4786364643596124,0.9210990270023752,0.9210990270023752
CLX,SIDEWAYS,10246.800387123105,10151.75057737732,10151.75057737732,0.9228682715698207,1.0008468574692027,1.0008468574692027
CME,SIDEWAYS,10139.996560638428,10207.872736328125,10207.872736328125,0.7024424481315467,1.6966726932450578,1.6966726932450578
CMS,SIDEWAYS,10046.368998542785,9853.991786117555,9853.991786117555,0.30699381758536065,-3.9566804017482236,-3.9566804017482236
KO,SIDEWAYS,10289.700232955931,10319.409059249878,10319.409059249878,1.755065609072885,2.852292296507753,2.852292296507753
CTSH,SIDEWAYS,10479.01626576233,10361.241168907163,10361.241168907163,1.904361144811868,1.3508822521256478,1.3508822521256478
COIN,SIDEWAYS,9880.07495930481,8242.85131713867,8242.85131713867,-0.14323687841991592,-2.1972415929627576,-2.1972415929627576
CL,SIDEWAYS,9998.188662200922,10319.984246925354,10319.984246925354,0.031539808576006606,2.0036182032548258,2.0036182032548258
CMCSA,SIDEWAYS,11275.913935457233,9930.923576469422,9930.923576469422,4.179912227893351,-0.4827913555967839,-0.4827913555967839
FIX,TRENDING,11696.18232196045,10632.019917297363,11696.18232196045,3.071337982270159,1.4523064623088626,3.071337982270159
CAG,SIDEWAYS,10086.200288782118,10802.680026201248,10802.680026201248,0.35717052479534156,4.061701723962528,4.061701723962528
COP,SIDEWAYS,10466.08389546203,10428.355711372376,10428.355711372376,1.2203327513692857,2.281391123174436,2.281391123174436
ED,SIDEWAYS,10058.136345100398,9908.483321647644,9908.483321647644,0.32453325666575783,-0.8889679035300994,-0.8889679035300994
STZ,TRENDING,11047.802582092285,10659.051420562746,10659.051420562746,3.286375447488466,2.9921380995807056,2.9921380995807056
CEG,SIDEWAYS,10158.144594848633,10376.021367248535,10158.144594848633,0.4794851402090521,1.00972480507259,0.4794851402090521
COO,SIDEWAYS,10500.684357040403,10057.676146896363,10057.676146896363,1.628672652735852,0.6723168540523312,0.6723168540523312
CPRT,SIDEWAYS,9951.246658535005,10443.047086441042,10443.047086441042,-0.20126326405648293,2.007386849449454,2.007386849449454
GLW,TRENDING,11845.702084465025,10584.25123681641,11845.702084465025,2.840710032878624,2.607797763699055,2.840710032878624
CPAY,TRENDING,9975.640572021483,11776.219972991945,11776.219972991945,0.019420078242531533,3.6907297800148045,3.6907297800148045
CTVA,SIDEWAYS,11047.715331985473,10000.0,10000.0,4.251728770695624,0,0
CSGP,SIDEWAYS,8360.449211677553,9009.284707916262,9009.284707916262,-3.5564017429056487,-1.6178890742609122,-1.6178890742609122
COST,SIDEWAYS,10481.160361938477,10213.682617492674,10213.682617492674,2.3595038444453205,1.5824487449826408,1.5824487449826408
CTRA,TRENDING,10436.822448566436,10099.236768127443,10099.236768127443,1.248850016465304,0.526418821724723,0.526418821724723
CRH,SIDEWAYS,9984.23619329834,9722.33152886963,9722.33152886963,0.021428727134262245,-1.4759865733398185,-1.4759865733398185
CRWD,SIDEWAYS,9515.083516174316,10322.052771850584,9515.083516174316,-3.2052084155667253,0.8209475870505366,-3.2052084155667253
CCI,SIDEWAYS,9622.391892532349,11189.305914375305,11189.305914375305,-1.8008780185872508,5.020900457824875,5.020900457824875
CSX,SIDEWAYS,10834.239769672397,10253.090555313109,10253.090555313109,4.414020084826474,2.9908387098856983,2.9908387098856983
CMI,TRENDING,11320.655267700198,10676.964208496094,11320.655267700198,3.4783560368952013,3.3832717675762725,3.4783560368952013
CVS,SIDEWAYS,9160.125802581792,11049.696896179197,11049.696896179197,-1.847010825628932,5.282571412204277,5.282571412204277
DHR,SIDEWAYS,9909.200187835688,9720.397125869753,9720.397125869753,-0.33190323794219584,-1.6790288299695397,-1.6790288299695397
DRI,SIDEWAYS,9963.524615951539,10394.351756469725,10394.351756469725,-0.047905861776521536,2.996005176490727,2.996005176490727
DDOG,SIDEWAYS,8523.425144195557,9944.88675417328,8523.425144195557,-4.036386755128583,0.05872221358492035,-4.036386755128583
DVA,TRENDING,10065.886200279236,10193.4426279068,10193.4426279068,0.2850482395970832,1.220151330494007,1.220151330494007
DECK,SIDEWAYS,10345.890745262144,10904.093564826966,10904.093564826966,1.0235948696596353,1.6508158308242993,1.6508158308242993
DE,TRENDING,10887.03947918701,9814.300547912599,9814.300547912599,2.105630061259829,-1.764866314458576,-1.764866314458576
DELL,TRENDING,11201.762575050354,10155.9761402359,11201.762575050354,1.7464458665104254,0.4425229057469458,1.7464458665104254
DAL,SIDEWAYS,9884.801304828647,10521.744401126862,9884.801304828647,-0.3180841296820347,1.4470168225385436,-0.3180841296820347
DVN,TRENDING,10761.820191791532,10283.113153804781,10283.113153804781,1.981725519979265,1.0948164206551325,1.0948164206551325
DXCM,TRENDING,10203.655653381347,9953.371919555662,9953.371919555662,0.8982468284596598,-0.22428163568382012,-0.22428163568382012
FANG,SIDEWAYS,10362.48298390198,10145.768063415526,10145.768063415526,1.076360768406001,0.644917359544595,0.644917359544595
DLR,SIDEWAYS,10091.221008529661,10040.582323608398,10040.582323608398,0.4321809693033232,0.40616230000437537,0.40616230000437537
DG,SIDEWAYS,11082.382950775145,10244.423812164307,10244.423812164307,2.5776155860645016,1.2484970238703235,1.2484970238703235
DLTR,SIDEWAYS,9507.342069786071,10099.672128448485,10099.672128448485,-1.0863085994619222,0.3656568868272573,0.3656568868272573
D,SIDEWAYS,9783.483606800077,10259.41318144989,10259.41318144989,-1.0062405115913626,2.5611275066450214,2.5611275066450214
DPZ,SIDEWAYS,9943.031288909911,9913.433691162107,9913.433691162107,-0.3096061838303942,-0.5422113669303821,-0.5422113669303821
DASH,SIDEWAYS,10104.10399583435,9376.407704208372,9376.407704208372,0.4725471810068613,-1.4482230695957612,-1.4482230695957612
DOV,SIDEWAYS,11131.058878662107,10410.59455441284,11131.058878662107,3.6759824835537454,2.3570281915246225,3.6759824835537454
DOW,TRENDING,10845.660554109574,11770.00829565811,10845.660554109574,1.5455891192329447,3.565450647511117,1.5455891192329447
DHI,TRENDING,9392.009814865112,11052.288724456788,11052.288724456788,-1.7615479208385958,2.6921358091386467,2.6921358091386467
DTE,SIDEWAYS,10620.021454528807,9908.358342361451,9908.358342361451,3.488733486720659,-2.167387151917965,-2.167387151917965
DUK,SIDEWAYS,10209.078699295042,9938.099412200927,9938.099412200927,1.4683690257262587,-1.2690984862517354,-1.2690984862517354
DD,TRENDING,10532.338085369107,9995.372008506776,10532.338085369107,1.5271619926974758,0.025052361571758473,1.5271619926974758
ETN,TRENDING,10242.377151885983,10208.94686645508,10242.377151885983,0.7631660824755482,0.9538406631632182,0.7631660824755482
EBAY,SIDEWAYS,10112.94380679321,9728.616188194275,9728.616188194275,0.4074886260683911,-0.907430939102672,-0.907430939102672
ECL,SIDEWAYS,10091.51154919434,9930.331850891112,9930.331850891112,0.4491130226650129,-0.7426972514280556,-0.7426972514280556
EIX,SIDEWAYS,10887.72925925827,10006.52256124878,10006.52256124878,3.115290807091181,0.07865160003142005,0.07865160003142005
EW,SIDEWAYS,9701.832097106933,9778.377209236143,9778.377209236143,-1.6218271300411455,-0.8996938532139032,-0.8996938532139032
EA,SIDEWAYS,10025.003180664064,10053.240506362916,10053.240506362916,0.9359600708383385,1.2448908850868046,1.2448908850868046
ELV,SIDEWAYS,9697.721510681149,9854.784627410889,9854.784627410889,-0.5143900171108757,-0.406670215240113,-0.406670215240113
EME,TRENDING,11259.070355834963,10118.863479248048,11259.070355834963,3.237568846627997,0.7982907274540024,3.237568846627997
EMR,TRENDING,10127.423013122556,10180.81633568573,10180.81633568573,0.4061893811359412,1.5150555548261662,1.5150555548261662
ETR,SIDEWAYS,10215.484372993471,10035.586740341187,10035.586740341187,1.1222945100080537,0.7262868039557303,0.7262868039557303
EOG,SIDEWAYS,10526.938372383116,10140.316462577819,10140.316462577819,1.581554693649074,0.8052462609973104,0.8052462609973104
EPAM,SIDEWAYS,9838.605963974,8058.010738174436,9838.605963974,-0.2607853935841461,-3.009006412835724,-0.2607853935841461
EQT,SIDEWAYS,9877.634066505432,9428.148375335692,9877.634066505432,-0.26197678440552025,-2.4629637899901358,-0.26197678440552025
EFX,SIDEWAYS,9907.127483474727,9986.315411148073,9986.315411148073,-0.35666273887842115,0.058128612747220754,0.058128612747220754
EQIX,TRENDING,11088.070922058103,9929.437042480467,9929.437042480467,3.0150919730406573,-0.4593617579711608,-0.4593617579711608
EQR,SIDEWAYS,9853.85865120697,10142.253421970367,10142.253421970367,-0.6184479537175044,1.4458199719088585,1.4458199719088585
ERIE,SIDEWAYS,9511.472828308102,10406.353361419675,10406.353361419675,-1.8728067989678163,1.8892833079932048,1.8892833079932048
ESS,SIDEWAYS,9894.67726434326,10209.513048339842,10209.513048339842,-0.6126715765649267,1.717913841523204,1.717913841523204
EL,SIDEWAYS,9429.321645385742,10070.72714656067,10070.72714656067,-0.7495185639267697,0.22813306129609306,0.22813306129609306
EG,SIDEWAYS,9900.660745208741,10174.548747955321,10174.548747955321,-0.45597873822411006,1.8520407272299786,1.8520407272299786
EVRG,SIDEWAYS,10252.130314086913,9937.837481582641,9937.837481582641,1.4599917937591895,-2.218068303983788,-2.218068303983788
ES,SIDEWAYS,10100.166229335784,10319.41639648056,10319.41639648056,0.49980973630908665,3.176797558764129,3.176797558764129
EXC,SIDEWAYS,9500.582627609256,9962.670680370331,9962.670680370331,-3.0771204780099715,-0.6145118370601583,-0.6145118370601583
EXE,SIDEWAYS,9293.670820823667,9761.85687993622,9293.670820823667,-2.195440012320272,-0.6113591564186366,-2.195440012320272
EXPE,SIDEWAYS,10874.978044281008,10110.001352935793,10874.978044281008,2.74029321654748,0.37144910894209504,2.74029321654748
EXPD,SIDEWAYS,9837.965976379393,10260.546930328368,9837.965976379393,-0.31880122620651763,1.5185633991885257,-0.31880122620651763
EXR,SIDEWAYS,10255.224626510615,10050.165957183839,10050.165957183839,1.0363199574355728,0.3516226680865171,0.3516226680865171
XOM,SIDEWAYS,10602.049945556637,10158.535976356507,10158.535976356507,1.8426077001977799,1.8624811382898645,1.8624811382898645
FFIV,TRENDING,10204.426909088132,10442.609435241697,10442.609435241697,0.6295067145209556,1.3122806697506908,1.3122806697506908
FDS,SIDEWAYS,10147.16720678711,9130.043949905397,9130.043949905397,0.5078628110583636,-1.9378001732070327,-1.9378001732070327
FICO,SIDEWAYS,9762.58406958008,10794.781644287108,9762.58406958008,-1.4915790882958322,1.9496981341665875,-1.4915790882958322
FAST,SIDEWAYS,10156.946819751736,10027.745768817902,10027.745768817902,0.5708712816494832,0.20233997765985637,0.20233997765985637
FRT,SIDEWAYS,10051.93833181763,10000.0,10000.0,0.36256497052754455,0,0
FDX,SIDEWAYS,11509.764339630128,10113.254106933593,10113.254106933593,4.915068316002817,1.2959668165045375,1.2959668165045375
FIS,SIDEWAYS,9718.860713226317,9060.114729896544,9060.114729896544,-1.8710987378080024,-2.3934952152828415,-2.3934952152828415
FITB,TRENDING,11046.811822238917,10342.390946300507,10342.390946300507,2.920631445527698,1.119955798453264,1.119955798453264
FSLR,SIDEWAYS,8413.44949331665,9829.195429458614,8413.44949331665,-3.499092791886073,-0.2215002393911074,-3.499092791886073
FE,SIDEWAYS,10252.988973751071,9898.888199470519,9898.888199470519,1.4056468536145053,-3.6309571284384847,-3.6309571284384847
